t/h,Elapsed Time (s),Voltage(V)
3.437222222,1.24E+04,2.50487
3.4375,1.24E+04,2.50297
3.437777778,1.24E+04,2.50378
3.438055556,1.24E+04,2.50402
3.438333333,1.24E+04,2.50356
3.438611111,1.24E+04,2.50274
3.438888889,1.24E+04,2.50269
3.439166667,1.24E+04,2.50145
3.439444444,1.24E+04,2.5005
3.439722222,1.24E+04,2.50201
3.44,1.24E+04,2.49969
3.440277778,1.24E+04,2.49847
3.440555556,1.24E+04,2.50017
3.440833333,1.24E+04,2.49764
3.441111111,1.24E+04,2.49847
3.441388889,1.24E+04,2.50102
3.441666667,1.24E+04,2.49787
3.441944444,1.24E+04,2.49971
3.442222222,1.24E+04,2.49964
3.4425,1.24E+04,2.49921
3.442777778,1.24E+04,2.49799
3.443055556,1.24E+04,2.49819
3.443333333,1.24E+04,2.49745
3.443611111,1.24E+04,2.49489
3.443888889,1.24E+04,2.49597
3.444166667,1.24E+04,2.49689
3.444444444,1.24E+04,2.49498
3.444722222,1.24E+04,2.49716
3.445,1.24E+04,2.49539
3.445277778,1.24E+04,2.49534
3.445555556,1.24E+04,2.4958
3.445833333,1.24E+04,2.49581
3.446111111,1.24E+04,2.4946
3.446388889,1.24E+04,2.49231
3.446666667,1.24E+04,2.49335
3.446944444,1.24E+04,2.4929
3.447222222,1.24E+04,2.49161
3.4475,1.24E+04,2.49466
3.447777778,1.24E+04,2.49167
3.448055556,1.24E+04,2.49199
3.448333333,1.24E+04,2.49349
3.448611111,1.24E+04,2.49289
3.448888889,1.24E+04,2.49259
3.449166667,1.24E+04,2.49127
3.449444444,1.24E+04,2.492
3.449722222,1.24E+04,2.48956
3.45,1.24E+04,2.48995
3.450277778,1.24E+04,2.49074
3.450555556,1.24E+04,2.48944
3.450833333,1.24E+04,2.48977
3.451111111,1.24E+04,2.49148
3.451388889,1.24E+04,2.48942
3.451666667,1.24E+04,2.49071
3.451944444,1.24E+04,2.49028
3.452222222,1.24E+04,2.48998
3.4525,1.24E+04,2.48752
3.452777778,1.24E+04,2.48849
3.453055556,1.24E+04,2.48839
3.453333333,1.24E+04,2.48626
3.453611111,1.24E+04,2.48824
3.453888889,1.24E+04,2.4892
3.454166667,1.24E+04,2.48607
3.454444444,1.24E+04,2.48919
3.454722222,1.24E+04,2.48813
3.455,1.24E+04,2.48807
3.455277778,1.24E+04,2.48735
3.455555556,1.24E+04,2.48785
3.455833333,1.24E+04,2.48612
3.456111111,1.24E+04,2.48613
3.456388889,1.24E+04,2.48683
3.456666667,1.24E+04,2.48483
3.456944444,1.24E+04,2.48466
3.457222222,1.24E+04,2.48574
3.4575,1.24E+04,2.48314
3.457777778,1.24E+04,2.48449
3.458055556,1.24E+04,2.48476
3.458333333,1.25E+04,2.48227
3.458611111,1.25E+04,2.48533
3.458888889,1.25E+04,2.48282
3.459166667,1.25E+04,2.48192
3.459444444,1.25E+04,2.48463
3.459722222,1.25E+04,2.48313
3.46,1.25E+04,2.48235
3.460277778,1.25E+04,2.48255
3.460555556,1.25E+04,2.48258
3.460833333,1.25E+04,2.48046
3.461111111,1.25E+04,2.48035
3.461388889,1.25E+04,2.48181
3.461666667,1.25E+04,2.47802
3.461944444,1.25E+04,2.47959
3.462222222,1.25E+04,2.48149
3.4625,1.25E+04,2.47854
3.462777778,1.25E+04,2.48055
3.463055556,1.25E+04,2.48086
3.463333333,1.25E+04,2.48029
3.463611111,1.25E+04,2.47872
3.463888889,1.25E+04,2.47788
3.464166667,1.25E+04,2.47919
3.464444444,1.25E+04,2.47597
3.464722222,1.25E+04,2.47688
3.465,1.25E+04,2.47867
3.465277778,1.25E+04,2.4772
3.465555556,1.25E+04,2.4771
3.465833333,1.25E+04,2.47673
3.466111111,1.25E+04,2.47714
3.466388889,1.25E+04,2.47588
3.466666667,1.25E+04,2.47402
3.466944444,1.25E+04,2.47694
3.467222222,1.25E+04,2.47536
3.4675,1.25E+04,2.47523
3.467777778,1.25E+04,2.47425
3.468055556,1.25E+04,2.4749
3.468333333,1.25E+04,2.47394
3.468611111,1.25E+04,2.47207
3.468888889,1.25E+04,2.47367
3.469166667,1.25E+04,2.47521
3.469444444,1.25E+04,2.47243
3.469722222,1.25E+04,2.47373
3.47,1.25E+04,2.47325
3.470277778,1.25E+04,2.47331
3.470555556,1.25E+04,2.47125
3.470833333,1.25E+04,2.47147
3.471111111,1.25E+04,2.47309
3.471388889,1.25E+04,2.47096
3.471666667,1.25E+04,2.47167
3.471944444,1.25E+04,2.47167
3.472222222,1.25E+04,2.47159
3.4725,1.25E+04,2.46942
3.472777778,1.25E+04,2.46849
3.473055556,1.25E+04,2.46961
3.473333333,1.25E+04,2.46848
3.473611111,1.25E+04,2.46707
3.473888889,1.25E+04,2.47014
3.474166667,1.25E+04,2.46934
3.474444444,1.25E+04,2.46926
3.474722222,1.25E+04,2.46722
3.475,1.25E+04,2.46768
3.475277778,1.25E+04,2.46694
3.475555556,1.25E+04,2.46538
3.475833333,1.25E+04,2.46776
3.476111111,1.25E+04,2.4669
3.476388889,1.25E+04,2.46604
3.476666667,1.25E+04,2.46734
3.476944444,1.25E+04,2.46671
3.477222222,1.25E+04,2.46612
3.4775,1.25E+04,2.46384
3.477777778,1.25E+04,2.46473
3.478055556,1.25E+04,2.46362
3.478333333,1.25E+04,2.46215
3.478611111,1.25E+04,2.46415
3.478888889,1.25E+04,2.4628
3.479166667,1.25E+04,2.46176
3.479444444,1.25E+04,2.46485
3.479722222,1.25E+04,2.46291
3.48,1.25E+04,2.46369
3.480277778,1.25E+04,2.46361
3.480555556,1.25E+04,2.46329
3.480833333,1.25E+04,2.46011
3.481111111,1.25E+04,2.46052
3.481388889,1.25E+04,2.46198
3.481666667,1.25E+04,2.45936
3.481944444,1.25E+04,2.46018
3.482222222,1.25E+04,2.46264
3.4825,1.25E+04,2.45908
3.482777778,1.25E+04,2.4603
3.483055556,1.25E+04,2.46072
3.483333333,1.25E+04,2.45929
3.483611111,1.25E+04,2.45863
3.483888889,1.25E+04,2.45984
3.484166667,1.25E+04,2.45902
3.484444444,1.25E+04,2.4573
3.484722222,1.25E+04,2.45824
3.485,1.25E+04,2.45755
3.485277778,1.25E+04,2.45515
3.485555556,1.25E+04,2.45759
3.485833333,1.25E+04,2.45704
3.486111111,1.26E+04,2.45529
3.486388889,1.26E+04,2.45803
3.486666667,1.26E+04,2.45743
3.486944444,1.26E+04,2.45725
3.487222222,1.26E+04,2.45633
3.4875,1.26E+04,2.45594
3.487777778,1.26E+04,2.45441
3.488055556,1.26E+04,2.45406
3.488333333,1.26E+04,2.45544
3.488611111,1.26E+04,2.45285
3.488888889,1.26E+04,2.45358
3.489166667,1.26E+04,2.4553
3.489444444,1.26E+04,2.45203
3.489722222,1.26E+04,2.45366
3.49,1.26E+04,2.45476
3.490277778,1.26E+04,2.45202
3.490555556,1.26E+04,2.45426
3.490833333,1.26E+04,2.45364
3.491111111,1.26E+04,2.45344
3.491388889,1.26E+04,2.45227
3.491666667,1.26E+04,2.45308
3.491944444,1.26E+04,2.45128
3.492222222,1.26E+04,2.45044
3.4925,1.26E+04,2.45128
3.492777778,1.26E+04,2.44934
3.493055556,1.26E+04,2.44957
3.493333333,1.26E+04,2.44945
3.493611111,1.26E+04,2.44737
3.493888889,1.26E+04,2.44951
3.494166667,1.26E+04,2.44968
3.494444444,1.26E+04,2.44695
3.494722222,1.26E+04,2.45046
3.495,1.26E+04,2.44885
3.495277778,1.26E+04,2.44831
3.495555556,1.26E+04,2.44865
3.495833333,1.26E+04,2.44925
3.496111111,1.26E+04,2.44729
3.496388889,1.26E+04,2.44688
3.496666667,1.26E+04,2.44824
3.496944444,1.26E+04,2.4462
3.497222222,1.26E+04,2.44551
3.4975,1.26E+04,2.44686
3.497777778,1.26E+04,2.4443
3.498055556,1.26E+04,2.44577
3.498333333,1.26E+04,2.44724
3.498611111,1.26E+04,2.44375
3.498888889,1.26E+04,2.44585
3.499166667,1.26E+04,2.44551
3.499444444,1.26E+04,2.44442
3.499722222,1.26E+04,2.44529
3.5,1.26E+04,2.44455
3.500277778,1.26E+04,2.44351
3.500555556,1.26E+04,2.44171
3.500833333,1.26E+04,2.44298
3.501111111,1.26E+04,2.44186
3.501388889,1.26E+04,2.44029
3.501666667,1.26E+04,2.44333
3.501944444,1.26E+04,2.44135
3.502222222,1.26E+04,2.44133
3.5025,1.26E+04,2.44205
3.502777778,1.26E+04,2.44139
3.503055556,1.26E+04,2.44015
3.503333333,1.26E+04,2.43854
3.503611111,1.26E+04,2.44048
3.503888889,1.26E+04,2.43871
3.504166667,1.26E+04,2.43719
3.504444444,1.26E+04,2.44009
3.504722222,1.26E+04,2.43754
3.505,1.26E+04,2.43644
3.505277778,1.26E+04,2.43966
3.505555556,1.26E+04,2.43728
3.505833333,1.26E+04,2.43809
3.506111111,1.26E+04,2.43814
3.506388889,1.26E+04,2.43837
3.506666667,1.26E+04,2.43597
3.506944444,1.26E+04,2.43547
3.507222222,1.26E+04,2.43676
3.5075,1.26E+04,2.43321
3.507777778,1.26E+04,2.43477
3.508055556,1.26E+04,2.43715
3.508333333,1.26E+04,2.43491
3.508611111,1.26E+04,2.43504
3.508888889,1.26E+04,2.43461
3.509166667,1.26E+04,2.43575
3.509444444,1.26E+04,2.43299
3.509722222,1.26E+04,2.4326
3.51,1.26E+04,2.43566
3.510277778,1.26E+04,2.43315
3.510555556,1.26E+04,2.43342
3.510833333,1.26E+04,2.43402
3.511111111,1.26E+04,2.43373
3.511388889,1.26E+04,2.43153
3.511666667,1.26E+04,2.43085
3.511944444,1.26E+04,2.43268
3.512222222,1.26E+04,2.43017
3.5125,1.26E+04,2.43052
3.512777778,1.26E+04,2.43291
3.513055556,1.26E+04,2.43048
3.513333333,1.26E+04,2.43197
3.513611111,1.26E+04,2.43296
3.513888889,1.27E+04,2.43169
3.514166667,1.27E+04,2.43035
3.514444444,1.27E+04,2.43081
3.514722222,1.27E+04,2.4314
3.515,1.27E+04,2.42801
3.515277778,1.27E+04,2.42902
3.515555556,1.27E+04,2.42945
3.515833333,1.27E+04,2.427
3.516111111,1.27E+04,2.42965
3.516388889,1.27E+04,2.42863
3.516666667,1.27E+04,2.42737
3.516944444,1.27E+04,2.42848
3.517222222,1.27E+04,2.4292
3.5175,1.27E+04,2.42845
3.517777778,1.27E+04,2.42633
3.518055556,1.27E+04,2.42708
3.518333333,1.27E+04,2.42692
3.518611111,1.27E+04,2.42556
3.518888889,1.27E+04,2.42771
3.519166667,1.27E+04,2.42648
3.519444444,1.27E+04,2.42706
3.519722222,1.27E+04,2.42516
3.52,1.27E+04,2.42519
3.520277778,1.27E+04,2.42495
3.520555556,1.27E+04,2.42217
3.520833333,1.27E+04,2.42401
3.521111111,1.27E+04,2.42855
3.521388889,1.27E+04,2.42641
3.521666667,1.27E+04,2.42722
3.521944444,1.27E+04,2.42747
3.522222222,1.27E+04,2.4282
3.5225,1.27E+04,2.42545
3.522777778,1.27E+04,2.42546
3.523055556,1.27E+04,2.42839
3.523333333,1.27E+04,2.42547
3.523611111,1.27E+04,2.42708
3.523888889,1.27E+04,2.42532
3.524166667,1.27E+04,2.42626
3.524444444,1.27E+04,2.42384
3.524722222,1.27E+04,2.42306
3.525,1.27E+04,2.4258
3.525277778,1.27E+04,2.42518
3.525555556,1.27E+04,2.42513
3.525833333,1.27E+04,2.42366
3.526111111,1.27E+04,2.42235
3.526388889,1.27E+04,2.4249
3.526666667,1.27E+04,2.42304
3.526944444,1.27E+04,2.4238
3.527222222,1.27E+04,2.42239
3.5275,1.27E+04,2.42368
3.527777778,1.27E+04,2.42356
3.528055556,1.27E+04,2.42149
3.528333333,1.27E+04,2.42385
3.528611111,1.27E+04,2.42417
3.528888889,1.27E+04,2.42378
3.529166667,1.27E+04,2.42161
3.529444444,1.27E+04,2.42048
3.529722222,1.27E+04,2.42312
3.53,1.27E+04,2.42187
3.530277778,1.27E+04,2.4224
3.530555556,1.27E+04,2.42087
3.530833333,1.27E+04,2.41999
3.531111111,1.27E+04,2.42156
3.531388889,1.27E+04,2.41928
3.531666667,1.27E+04,2.41937
3.531944444,1.27E+04,2.4207
3.532222222,1.27E+04,2.4203
3.5325,1.27E+04,2.41837
3.532777778,1.27E+04,2.4165
3.533055556,1.27E+04,2.41895
3.533333333,1.27E+04,2.41906
3.533611111,1.27E+04,2.4162
3.533888889,1.27E+04,2.41941
3.534166667,1.27E+04,2.41892
3.534444444,1.27E+04,2.41853
3.534722222,1.27E+04,2.41621
3.535,1.27E+04,2.41719
3.535277778,1.27E+04,2.41647
3.535555556,1.27E+04,2.41523
3.535833333,1.27E+04,2.41695
3.536111111,1.27E+04,2.41776
3.536388889,1.27E+04,2.41736
3.536666667,1.27E+04,2.4145
3.536944444,1.27E+04,2.41422
3.537222222,1.27E+04,2.41675
3.5375,1.27E+04,2.41426
3.537777778,1.27E+04,2.415
3.538055556,1.27E+04,2.41479
3.538333333,1.27E+04,2.41601
3.538611111,1.27E+04,2.41302
3.538888889,1.27E+04,2.41139
3.539166667,1.27E+04,2.41379
3.539444444,1.27E+04,2.41505
3.539722222,1.27E+04,2.41198
3.54,1.27E+04,2.41372
3.540277778,1.27E+04,2.41365
3.540555556,1.27E+04,2.41361
3.540833333,1.27E+04,2.41076
3.541111111,1.27E+04,2.41083
3.541388889,1.27E+04,2.41341
3.541666667,1.28E+04,2.41313
3.541944444,1.28E+04,2.41143
3.542222222,1.28E+04,2.40881
3.5425,1.28E+04,2.41054
3.542777778,1.28E+04,2.41246
3.543055556,1.28E+04,2.40953
3.543333333,1.28E+04,2.40965
3.543611111,1.28E+04,2.40952
3.543888889,1.28E+04,2.41008
3.544166667,1.28E+04,2.40796
3.544444444,1.28E+04,2.40753
3.544722222,1.28E+04,2.41087
3.545,1.28E+04,2.40977
3.545277778,1.28E+04,2.40962
3.545555556,1.28E+04,2.40714
3.545833333,1.28E+04,2.40836
3.546111111,1.28E+04,2.40799
3.546388889,1.28E+04,2.40649
3.546666667,1.28E+04,2.40827
3.546944444,1.28E+04,2.40856
3.547222222,1.28E+04,2.40819
3.5475,1.28E+04,2.40577
3.547777778,1.28E+04,2.40508
3.548055556,1.28E+04,2.40742
3.548333333,1.28E+04,2.40556
3.548611111,1.28E+04,2.4052
3.548888889,1.28E+04,2.40555
3.549166667,1.28E+04,2.40684
3.549444444,1.28E+04,2.40394
3.549722222,1.28E+04,2.40145
3.55,1.28E+04,2.40436
3.550277778,1.28E+04,2.4051
3.550555556,1.28E+04,2.40206
3.550833333,1.28E+04,2.40459
3.551111111,1.28E+04,2.40413
3.551388889,1.28E+04,2.40387
3.551666667,1.28E+04,2.40166
3.551944444,1.28E+04,2.40363
3.552222222,1.28E+04,2.40124
3.5525,1.28E+04,2.39953
3.552777778,1.28E+04,2.40234
3.553055556,1.28E+04,2.4
3.553333333,1.28E+04,2.40019
3.553611111,1.28E+04,2.40161
3.553888889,1.28E+04,2.39886
3.554166667,1.28E+04,2.40124
3.554444444,1.28E+04,2.40055
3.554722222,1.28E+04,2.3987
3.555,1.28E+04,2.40261
3.555277778,1.28E+04,2.39936
3.555555556,1.28E+04,2.39803
3.555833333,1.28E+04,2.40092
3.556111111,1.28E+04,2.39946
3.556388889,1.28E+04,2.39856
3.556666667,1.28E+04,2.39858
3.556944444,1.28E+04,2.40027
3.557222222,1.28E+04,2.39714
3.5575,1.28E+04,2.39696
3.557777778,1.28E+04,2.39812
3.558055556,1.28E+04,2.39498
3.558333333,1.28E+04,2.39685
3.558611111,1.28E+04,2.39738
3.558888889,1.28E+04,2.39528
3.559166667,1.28E+04,2.39784
3.559444444,1.28E+04,2.39595
3.559722222,1.28E+04,2.39485
3.56,1.28E+04,2.39766
3.560277778,1.28E+04,2.39599
3.560555556,1.28E+04,2.39618
3.560833333,1.28E+04,2.39613
3.561111111,1.28E+04,2.39502
3.561388889,1.28E+04,2.39195
3.561666667,1.28E+04,2.39322
3.561944444,1.28E+04,2.39333
3.562222222,1.28E+04,2.39003
3.5625,1.28E+04,2.39223
3.562777778,1.28E+04,2.39227
3.563055556,1.28E+04,2.38934
3.563333333,1.28E+04,2.39232
3.563611111,1.28E+04,2.39036
3.563888889,1.28E+04,2.39005
3.564166667,1.28E+04,2.39267
3.564444444,1.28E+04,2.38899
3.564722222,1.28E+04,2.39056
3.565,1.28E+04,2.39095
3.565277778,1.28E+04,2.38746
3.565555556,1.28E+04,2.39083
3.565833333,1.28E+04,2.38955
3.566111111,1.28E+04,2.38935
3.566388889,1.28E+04,2.38895
3.566666667,1.28E+04,2.38832
3.566944444,1.28E+04,2.38705
3.567222222,1.28E+04,2.38793
3.5675,1.28E+04,2.38792
3.567777778,1.28E+04,2.38553
3.568055556,1.28E+04,2.387
3.568333333,1.28E+04,2.38508
3.568611111,1.28E+04,2.38451
3.568888889,1.28E+04,2.38667
3.569166667,1.28E+04,2.38353
3.569444444,1.29E+04,2.38572
3.569722222,1.29E+04,2.38405
3.57,1.29E+04,2.38256
3.570277778,1.29E+04,2.38504
3.570555556,1.29E+04,2.38274
3.570833333,1.29E+04,2.38319
3.571111111,1.29E+04,2.38355
3.571388889,1.29E+04,2.3821
3.571666667,1.29E+04,2.38465
3.571944444,1.29E+04,2.38151
3.572222222,1.29E+04,2.38236
3.5725,1.29E+04,2.38342
3.572777778,1.29E+04,2.3817
3.573055556,1.29E+04,2.38214
3.573333333,1.29E+04,2.38039
3.573611111,1.29E+04,2.38214
3.573888889,1.29E+04,2.38139
3.574166667,1.29E+04,2.38161
3.574444444,1.29E+04,2.38089
3.574722222,1.29E+04,2.38115
3.575,1.29E+04,2.38074
3.575277778,1.29E+04,2.3775
3.575555556,1.29E+04,2.38033
3.575833333,1.29E+04,2.37678
3.576111111,1.29E+04,2.37831
3.576388889,1.29E+04,2.37773
3.576666667,1.29E+04,2.37571
3.576944444,1.29E+04,2.3782
3.577222222,1.29E+04,2.37414
3.5775,1.29E+04,2.37662
3.577777778,1.29E+04,2.37571
3.578055556,1.29E+04,2.37556
3.578333333,1.29E+04,2.376
3.578611111,1.29E+04,2.37476
3.578888889,1.29E+04,2.37688
3.579166667,1.29E+04,2.37449
3.579444444,1.29E+04,2.37504
3.579722222,1.29E+04,2.37539
3.58,1.29E+04,2.37478
3.580277778,1.29E+04,2.37405
3.580555556,1.29E+04,2.3737
3.580833333,1.29E+04,2.37483
3.581111111,1.29E+04,2.37318
3.581388889,1.29E+04,2.3748
3.581666667,1.29E+04,2.37028
3.581944444,1.29E+04,2.37344
3.582222222,1.29E+04,2.37093
3.5825,1.29E+04,2.37014
3.582777778,1.29E+04,2.37194
3.583055556,1.29E+04,2.36929
3.583333333,1.29E+04,2.37216
3.583611111,1.29E+04,2.36932
3.583888889,1.29E+04,2.3708
3.584166667,1.29E+04,2.37077
3.584444444,1.29E+04,2.36803
3.584722222,1.29E+04,2.37093
3.585,1.29E+04,2.36885
3.585277778,1.29E+04,2.36975
3.585555556,1.29E+04,2.36915
3.585833333,1.29E+04,2.36816
3.586111111,1.29E+04,2.37037
3.586388889,1.29E+04,2.36795
3.586666667,1.29E+04,2.36834
3.586944444,1.29E+04,2.36893
3.587222222,1.29E+04,2.36717
3.5875,1.29E+04,2.36783
3.587777778,1.29E+04,2.36488
3.588055556,1.29E+04,2.36649
3.588333333,1.29E+04,2.36664
3.588611111,1.29E+04,2.36529
3.588888889,1.29E+04,2.36634
3.589166667,1.29E+04,2.36481
3.589444444,1.29E+04,2.36477
3.589722222,1.29E+04,2.36611
3.59,1.29E+04,2.36264
3.590277778,1.29E+04,2.36424
3.590555556,1.29E+04,2.36358
3.590833333,1.29E+04,2.36054
3.591111111,1.29E+04,2.36361
3.591388889,1.29E+04,2.36266
3.591666667,1.29E+04,2.36101
3.591944444,1.29E+04,2.36373
3.592222222,1.29E+04,2.36101
3.5925,1.29E+04,2.36179
3.592777778,1.29E+04,2.36321
3.593055556,1.29E+04,2.35974
3.593333333,1.29E+04,2.36241
3.593611111,1.29E+04,2.36021
3.593888889,1.29E+04,2.35964
3.594166667,1.29E+04,2.36181
3.594444444,1.29E+04,2.3584
3.594722222,1.29E+04,2.36095
3.595,1.29E+04,2.35861
3.595277778,1.29E+04,2.35831
3.595555556,1.29E+04,2.35908
3.595833333,1.29E+04,2.35706
3.596111111,1.29E+04,2.35964
3.596388889,1.29E+04,2.3576
3.596666667,1.29E+04,2.35809
3.596944444,1.29E+04,2.35844
3.597222222,1.30E+04,2.35657
3.5975,1.30E+04,2.35791
3.597777778,1.30E+04,2.3561
3.598055556,1.30E+04,2.35688
3.598333333,1.30E+04,2.35637
3.598611111,1.30E+04,2.35617
3.598888889,1.30E+04,2.35599
3.599166667,1.30E+04,2.3546
3.599444444,1.30E+04,2.35576
3.599722222,1.30E+04,2.35422
3.6,1.30E+04,2.35486
3.600277778,1.30E+04,2.35394
3.600555556,1.30E+04,2.35341
3.600833333,1.30E+04,2.35404
3.601111111,1.30E+04,2.35145
3.601388889,1.30E+04,2.35111
3.601666667,1.30E+04,2.35184
3.601944444,1.30E+04,2.35112
3.602222222,1.30E+04,2.35103
3.6025,1.30E+04,2.35044
3.602777778,1.30E+04,2.34994
3.603055556,1.30E+04,2.34985
3.603333333,1.30E+04,2.34852
3.603611111,1.30E+04,2.34797
3.603888889,1.30E+04,2.34799
3.604166667,1.30E+04,2.34672
3.604444444,1.30E+04,2.34766
3.604722222,1.30E+04,2.34709
3.605,1.30E+04,2.34641
3.605277778,1.30E+04,2.34658
3.605555556,1.30E+04,2.34578
3.605833333,1.30E+04,2.3448
3.606111111,1.30E+04,2.3451
3.606388889,1.30E+04,2.34284
3.606666667,1.30E+04,2.34367
3.606944444,1.30E+04,2.34359
3.607222222,1.30E+04,2.34139
3.6075,1.30E+04,2.34372
3.607777778,1.30E+04,2.34174
3.608055556,1.30E+04,2.34028
3.608333333,1.30E+04,2.34255
3.608611111,1.30E+04,2.3394
3.608888889,1.30E+04,2.34096
3.609166667,1.30E+04,2.34132
3.609444444,1.30E+04,2.3387
3.609722222,1.30E+04,2.34122
3.61,1.30E+04,2.34118
3.610277778,1.30E+04,2.33846
3.610555556,1.30E+04,2.34224
3.610833333,1.30E+04,2.33892
3.611111111,1.30E+04,2.33966
3.611388889,1.30E+04,2.34035
3.611666667,1.30E+04,2.3392
3.611944444,1.30E+04,2.33885
3.612222222,1.30E+04,2.33999
3.6125,1.30E+04,2.33867
3.612777778,1.30E+04,2.33707
3.613055556,1.30E+04,2.33767
3.613333333,1.30E+04,2.33614
3.613611111,1.30E+04,2.33488
3.613888889,1.30E+04,2.33694
3.614166667,1.30E+04,2.33474
3.614444444,1.30E+04,2.33434
3.614722222,1.30E+04,2.33558
3.615,1.30E+04,2.33221
3.615277778,1.30E+04,2.33468
3.615555556,1.30E+04,2.33551
3.615833333,1.30E+04,2.33241
3.616111111,1.30E+04,2.33614
3.616388889,1.30E+04,2.3333
3.616666667,1.30E+04,2.33234
3.616944444,1.30E+04,2.33477
3.617222222,1.30E+04,2.33087
3.6175,1.30E+04,2.33366
3.617777778,1.30E+04,2.33312
3.618055556,1.30E+04,2.33057
3.618333333,1.30E+04,2.33303
3.618611111,1.30E+04,2.33249
3.618888889,1.30E+04,2.33125
3.619166667,1.30E+04,2.32929
3.619444444,1.30E+04,2.33097
3.619722222,1.30E+04,2.33118
3.62,1.30E+04,2.32817
3.620277778,1.30E+04,2.33095
3.620555556,1.30E+04,2.33063
3.620833333,1.30E+04,2.32957
3.621111111,1.30E+04,2.32747
3.621388889,1.30E+04,2.32759
3.621666667,1.30E+04,2.32727
3.621944444,1.30E+04,2.32554
3.622222222,1.30E+04,2.32687
3.6225,1.30E+04,2.32848
3.622777778,1.30E+04,2.3261
3.623055556,1.30E+04,2.32726
3.623333333,1.30E+04,2.32646
3.623611111,1.30E+04,2.32632
3.623888889,1.30E+04,2.32323
3.624166667,1.30E+04,2.32469
3.624444444,1.30E+04,2.32394
3.624722222,1.30E+04,2.32207
3.625,1.31E+04,2.32342
3.625277778,1.31E+04,2.32474
3.625555556,1.31E+04,2.32115
3.625833333,1.31E+04,2.32378
3.626111111,1.31E+04,2.32291
3.626388889,1.31E+04,2.32234
3.626666667,1.31E+04,2.32027
3.626944444,1.31E+04,2.32167
3.627222222,1.31E+04,2.31856
3.6275,1.31E+04,2.31749
3.627777778,1.31E+04,2.32021
3.628055556,1.31E+04,2.31832
3.628333333,1.31E+04,2.31706
3.628611111,1.31E+04,2.32095
3.628888889,1.31E+04,2.3179
3.629166667,1.31E+04,2.31779
3.629444444,1.31E+04,2.31862
3.629722222,1.31E+04,2.31811
3.63,1.31E+04,2.31566
3.630277778,1.31E+04,2.3154
3.630555556,1.31E+04,2.31677
3.630833333,1.31E+04,2.31435
3.631111111,1.31E+04,2.31455
3.631388889,1.31E+04,2.31557
3.631666667,1.31E+04,2.31339
3.631944444,1.31E+04,2.3143
3.632222222,1.31E+04,2.31527
3.6325,1.31E+04,2.31227
3.632777778,1.31E+04,2.31516
3.633055556,1.31E+04,2.31463
3.633333333,1.31E+04,2.31318
3.633611111,1.31E+04,2.31232
3.633888889,1.31E+04,2.31264
3.634166667,1.31E+04,2.31053
3.634444444,1.31E+04,2.30956
3.634722222,1.31E+04,2.312
3.635,1.31E+04,2.30992
3.635277778,1.31E+04,2.30873
3.635555556,1.31E+04,2.31165
3.635833333,1.31E+04,2.309
3.636111111,1.31E+04,2.30772
3.636388889,1.31E+04,2.31123
3.636666667,1.31E+04,2.30822
3.636944444,1.31E+04,2.30901
3.637222222,1.31E+04,2.30941
3.6375,1.31E+04,2.30898
3.637777778,1.31E+04,2.30709
3.638055556,1.31E+04,2.30723
3.638333333,1.31E+04,2.30679
3.638611111,1.31E+04,2.30504
3.638888889,1.31E+04,2.30659
3.639166667,1.31E+04,2.30487
3.639444444,1.31E+04,2.30347
3.639722222,1.31E+04,2.30637
3.64,1.31E+04,2.30393
3.640277778,1.31E+04,2.30262
3.640555556,1.31E+04,2.30676
3.640833333,1.31E+04,2.30335
3.641111111,1.31E+04,2.30448
3.641388889,1.31E+04,2.30489
3.641666667,1.31E+04,2.30295
3.641944444,1.31E+04,2.30076
3.642222222,1.31E+04,2.30138
3.6425,1.31E+04,2.30169
3.642777778,1.31E+04,2.29841
3.643055556,1.31E+04,2.30031
3.643333333,1.31E+04,2.30156
3.643611111,1.31E+04,2.29919
3.643888889,1.31E+04,2.30059
3.644166667,1.31E+04,2.30216
3.644444444,1.31E+04,2.30075
3.644722222,1.31E+04,2.30064
3.645,1.31E+04,2.30018
3.645277778,1.31E+04,2.30127
3.645555556,1.31E+04,2.2985
3.645833333,1.31E+04,2.30032
3.646111111,1.31E+04,2.30065
3.646388889,1.31E+04,2.2984
3.646666667,1.31E+04,2.30039
3.646944444,1.31E+04,2.30118
3.647222222,1.31E+04,2.29892
3.6475,1.31E+04,2.29999
3.647777778,1.31E+04,2.30092
3.648055556,1.31E+04,2.30019
3.648333333,1.31E+04,2.2979
3.648611111,1.31E+04,2.29925
3.648888889,1.31E+04,2.2981
3.649166667,1.31E+04,2.29546
3.649444444,1.31E+04,2.29819
3.649722222,1.31E+04,2.29717
3.65,1.31E+04,2.29575
3.650277778,1.31E+04,2.2989
3.650555556,1.31E+04,2.29745
3.650833333,1.31E+04,2.29774
3.651111111,1.31E+04,2.29757
3.651388889,1.31E+04,2.29598
3.651666667,1.31E+04,2.29484
3.651944444,1.31E+04,2.29488
3.652222222,1.31E+04,2.29625
3.6525,1.31E+04,2.29359
3.652777778,1.32E+04,2.29411
3.653055556,1.32E+04,2.29577
3.653333333,1.32E+04,2.29248
3.653611111,1.32E+04,2.29304
3.653888889,1.32E+04,2.29508
3.654166667,1.32E+04,2.29172
3.654444444,1.32E+04,2.29414
3.654722222,1.32E+04,2.29426
