t/h,Elapsed Time (s),Voltage(V)
0.674722222,2.43E+03,3.03053
0.675,2.43E+03,3.031
0.675277778,2.43E+03,3.03043
0.675555556,2.43E+03,3.03083
0.675833333,2.43E+03,3.0304
0.676111111,2.43E+03,3.03011
0.676388889,2.44E+03,3.03063
0.676666667,2.44E+03,3.03041
0.676944444,2.44E+03,3.03005
0.677222222,2.44E+03,3.03151
0.6775,2.44E+03,3.03059
0.677777778,2.44E+03,3.0302
0.678055556,2.44E+03,3.03136
0.678333333,2.44E+03,3.03084
0.678611111,2.44E+03,3.03056
0.678888889,2.44E+03,3.0308
0.679166667,2.45E+03,3.02983
0.679444444,2.45E+03,3.02994
0.679722222,2.45E+03,3.03007
0.68,2.45E+03,3.02995
0.680277778,2.45E+03,3.03037
0.680555556,2.45E+03,3.03019
0.680833333,2.45E+03,3.03007
0.681111111,2.45E+03,3.03032
0.681388889,2.45E+03,3.02995
0.681666667,2.45E+03,3.02996
0.681944444,2.46E+03,3.03054
0.682222222,2.46E+03,3.03071
0.6825,2.46E+03,3.03001
0.682777778,2.46E+03,3.03038
0.683055556,2.46E+03,3.03003
0.683333333,2.46E+03,3.03025
0.683611111,2.46E+03,3.02995
0.683888889,2.46E+03,3.02993
0.684166667,2.46E+03,3.02992
0.684444444,2.46E+03,3.03016
0.684722222,2.47E+03,3.02965
0.685,2.47E+03,3.02971
0.685277778,2.47E+03,3.02951
0.685555556,2.47E+03,3.02952
0.685833333,2.47E+03,3.02965
0.686111111,2.47E+03,3.02997
0.686388889,2.47E+03,3.02945
0.686666667,2.47E+03,3.02962
0.686944444,2.47E+03,3.02937
0.687222222,2.47E+03,3.02971
0.6875,2.48E+03,3.02908
0.687777778,2.48E+03,3.02939
0.688055556,2.48E+03,3.02958
0.688333333,2.48E+03,3.02994
0.688611111,2.48E+03,3.02973
0.688888889,2.48E+03,3.03015
0.689166667,2.48E+03,3.03021
0.689444444,2.48E+03,3.03038
0.689722222,2.48E+03,3.031
0.69,2.48E+03,3.03164
0.690277778,2.49E+03,3.03169
0.690555556,2.49E+03,3.03221
0.690833333,2.49E+03,3.03192
0.691111111,2.49E+03,3.03269
0.691388889,2.49E+03,3.03271
0.691666667,2.49E+03,3.03279
0.691944444,2.49E+03,3.03353
0.692222222,2.49E+03,3.03389
0.6925,2.49E+03,3.03401
0.692777778,2.49E+03,3.03451
0.693055556,2.50E+03,3.03437
0.693333333,2.50E+03,3.03432
0.693611111,2.50E+03,3.03495
0.693888889,2.50E+03,3.03487
0.694166667,2.50E+03,3.03538
0.694444444,2.50E+03,3.03542
0.694722222,2.50E+03,3.03537
0.695,2.50E+03,3.03554
0.695277778,2.50E+03,3.03572
0.695555556,2.50E+03,3.03595
0.695833333,2.51E+03,3.03624
0.696111111,2.51E+03,3.03639
0.696388889,2.51E+03,3.03616
0.696666667,2.51E+03,3.03693
0.696944444,2.51E+03,3.03694
0.697222222,2.51E+03,3.03676
0.6975,2.51E+03,3.03729
0.697777778,2.51E+03,3.03693
0.698055556,2.51E+03,3.03722
0.698333333,2.51E+03,3.03702
0.698611111,2.52E+03,3.03741
0.698888889,2.52E+03,3.03743
0.699166667,2.52E+03,3.03783
0.699444444,2.52E+03,3.03732
0.699722222,2.52E+03,3.03775
0.7,2.52E+03,3.03786
0.700277778,2.52E+03,3.03789
0.700555556,2.52E+03,3.03818
0.700833333,2.52E+03,3.03875
0.701111111,2.52E+03,3.03933
0.701388889,2.53E+03,3.03959
0.701666667,2.53E+03,3.03974
0.701944444,2.53E+03,3.04036
0.702222222,2.53E+03,3.04037
0.7025,2.53E+03,3.04015
0.702777778,2.53E+03,3.04089
0.703055556,2.53E+03,3.04077
0.703333333,2.53E+03,3.04083
0.703611111,2.53E+03,3.04111
0.703888889,2.53E+03,3.04101
0.704166667,2.54E+03,3.04202
0.704444444,2.54E+03,3.04143
0.704722222,2.54E+03,3.04133
0.705,2.54E+03,3.04171
0.705277778,2.54E+03,3.04144
0.705555556,2.54E+03,3.04166
0.705833333,2.54E+03,3.04221
0.706111111,2.54E+03,3.04227
0.706388889,2.54E+03,3.04293
0.706666667,2.54E+03,3.04267
0.706944444,2.55E+03,3.04214
0.707222222,2.55E+03,3.0424
0.7075,2.55E+03,3.04224
0.707777778,2.55E+03,3.04237
0.708055556,2.55E+03,3.04261
0.708333333,2.55E+03,3.04248
0.708611111,2.55E+03,3.04254
0.708888889,2.55E+03,3.04223
0.709166667,2.55E+03,3.04221
0.709444444,2.55E+03,3.04213
0.709722222,2.56E+03,3.04322
0.71,2.56E+03,3.04336
0.710277778,2.56E+03,3.04375
0.710555556,2.56E+03,3.04428
0.710833333,2.56E+03,3.04377
0.711111111,2.56E+03,3.04418
0.711388889,2.56E+03,3.0444
0.711666667,2.56E+03,3.04443
0.711944444,2.56E+03,3.04481
0.712222222,2.56E+03,3.04496
0.7125,2.57E+03,3.04506
0.712777778,2.57E+03,3.04582
0.713055556,2.57E+03,3.04564
0.713333333,2.57E+03,3.04571
0.713611111,2.57E+03,3.04633
0.713888889,2.57E+03,3.04601
0.714166667,2.57E+03,3.04688
0.714444444,2.57E+03,3.0466
0.714722222,2.57E+03,3.04597
0.715,2.57E+03,3.0467
0.715277778,2.58E+03,3.04642
0.715555556,2.58E+03,3.0461
0.715833333,2.58E+03,3.04669
0.716111111,2.58E+03,3.04657
0.716388889,2.58E+03,3.04685
0.716666667,2.58E+03,3.04703
0.716944444,2.58E+03,3.04749
0.717222222,2.58E+03,3.04735
0.7175,2.58E+03,3.04807
0.717777778,2.58E+03,3.04778
0.718055556,2.59E+03,3.04855
0.718333333,2.59E+03,3.04852
0.718611111,2.59E+03,3.04908
0.718888889,2.59E+03,3.04951
0.719166667,2.59E+03,3.04992
0.719444444,2.59E+03,3.04942
0.719722222,2.59E+03,3.05071
0.72,2.59E+03,3.05066
0.720277778,2.59E+03,3.05045
0.720555556,2.59E+03,3.05084
0.720833333,2.60E+03,3.05073
0.721111111,2.60E+03,3.05102
0.721388889,2.60E+03,3.05135
0.721666667,2.60E+03,3.05102
0.721944444,2.60E+03,3.05189
0.722222222,2.60E+03,3.05095
0.7225,2.60E+03,3.05101
0.722777778,2.60E+03,3.05141
0.723055556,2.60E+03,3.05157
0.723333333,2.60E+03,3.05141
0.723611111,2.61E+03,3.05193
0.723888889,2.61E+03,3.05124
0.724166667,2.61E+03,3.05147
0.724444444,2.61E+03,3.0516
0.724722222,2.61E+03,3.05182
0.725,2.61E+03,3.05163
0.725277778,2.61E+03,3.05177
0.725555556,2.61E+03,3.05135
0.725833333,2.61E+03,3.0516
0.726111111,2.61E+03,3.05137
0.726388889,2.62E+03,3.05144
0.726666667,2.62E+03,3.05138
0.726944444,2.62E+03,3.0515
0.727222222,2.62E+03,3.05086
0.7275,2.62E+03,3.05129
0.727777778,2.62E+03,3.05082
0.728055556,2.62E+03,3.05098
0.728333333,2.62E+03,3.05097
0.728611111,2.62E+03,3.05058
0.728888889,2.62E+03,3.05073
0.729166667,2.63E+03,3.05086
0.729444444,2.63E+03,3.05031
0.729722222,2.63E+03,3.05055
0.73,2.63E+03,3.05025
0.730277778,2.63E+03,3.04992
0.730555556,2.63E+03,3.05047
0.730833333,2.63E+03,3.04974
0.731111111,2.63E+03,3.04977
0.731388889,2.63E+03,3.04988
0.731666667,2.63E+03,3.04979
0.731944444,2.64E+03,3.05015
0.732222222,2.64E+03,3.04956
0.7325,2.64E+03,3.04958
0.732777778,2.64E+03,3.04992
0.733055556,2.64E+03,3.04968
0.733333333,2.64E+03,3.04994
0.733611111,2.64E+03,3.0498
0.733888889,2.64E+03,3.0498
0.734166667,2.64E+03,3.04951
0.734444444,2.64E+03,3.04938
0.734722222,2.65E+03,3.0494
0.735,2.65E+03,3.0495
0.735277778,2.65E+03,3.04962
0.735555556,2.65E+03,3.04964
0.735833333,2.65E+03,3.0498
0.736111111,2.65E+03,3.04948
0.736388889,2.65E+03,3.04921
0.736666667,2.65E+03,3.04952
0.736944444,2.65E+03,3.04992
0.737222222,2.65E+03,3.04955
0.7375,2.66E+03,3.04994
0.737777778,2.66E+03,3.04972
0.738055556,2.66E+03,3.04948
0.738333333,2.66E+03,3.05025
0.738611111,2.66E+03,3.04987
0.738888889,2.66E+03,3.04972
0.739166667,2.66E+03,3.05031
0.739444444,2.66E+03,3.05014
0.739722222,2.66E+03,3.05058
0.74,2.66E+03,3.05021
0.740277778,2.67E+03,3.04985
0.740555556,2.67E+03,3.05102
0.740833333,2.67E+03,3.05015
0.741111111,2.67E+03,3.05002
0.741388889,2.67E+03,3.05074
0.741666667,2.67E+03,3.04971
0.741944444,2.67E+03,3.04992
0.742222222,2.67E+03,3.04984
0.7425,2.67E+03,3.04981
0.742777778,2.67E+03,3.05052
0.743055556,2.68E+03,3.05019
0.743333333,2.68E+03,3.04959
0.743611111,2.68E+03,3.04995
0.743888889,2.68E+03,3.04949
0.744166667,2.68E+03,3.0495
0.744444444,2.68E+03,3.04934
0.744722222,2.68E+03,3.04901
0.745,2.68E+03,3.04909
0.745277778,2.68E+03,3.04829
0.745555556,2.68E+03,3.04765
0.745833333,2.69E+03,3.04847
0.746111111,2.69E+03,3.04784
0.746388889,2.69E+03,3.04782
0.746666667,2.69E+03,3.04897
0.746944444,2.69E+03,3.04848
0.747222222,2.69E+03,3.0482
0.7475,2.69E+03,3.04871
0.747777778,2.69E+03,3.04831
0.748055556,2.69E+03,3.04881
0.748333333,2.69E+03,3.04884
0.748611111,2.70E+03,3.04847
0.748888889,2.70E+03,3.04952
0.749166667,2.70E+03,3.04885
0.749444444,2.70E+03,3.04857
0.749722222,2.70E+03,3.04881
0.75,2.70E+03,3.04858
0.750277778,2.70E+03,3.04852
0.750555556,2.70E+03,3.0489
0.750833333,2.70E+03,3.04864
0.751111111,2.70E+03,3.04905
0.751388889,2.71E+03,3.04842
0.751666667,2.71E+03,3.04816
0.751944444,2.71E+03,3.04811
0.752222222,2.71E+03,3.04789
0.7525,2.71E+03,3.04787
0.752777778,2.71E+03,3.04802
0.753055556,2.71E+03,3.04823
0.753333333,2.71E+03,3.04791
0.753611111,2.71E+03,3.0478
0.753888889,2.71E+03,3.04764
0.754166667,2.72E+03,3.04763
0.754444444,2.72E+03,3.04767
0.754722222,2.72E+03,3.04778
0.755,2.72E+03,3.04748
0.755277778,2.72E+03,3.04839
0.755555556,2.72E+03,3.04784
0.755833333,2.72E+03,3.04715
0.756111111,2.72E+03,3.04786
0.756388889,2.72E+03,3.04706
0.756666667,2.72E+03,3.04751
0.756944444,2.73E+03,3.04762
0.757222222,2.73E+03,3.0473
0.7575,2.73E+03,3.04768
0.757777778,2.73E+03,3.04721
0.758055556,2.73E+03,3.0469
0.758333333,2.73E+03,3.04718
0.758611111,2.73E+03,3.0463
0.758888889,2.73E+03,3.04666
0.759166667,2.73E+03,3.04664
0.759444444,2.73E+03,3.04617
0.759722222,2.74E+03,3.0466
0.76,2.74E+03,3.04667
0.760277778,2.74E+03,3.04626
0.760555556,2.74E+03,3.0463
0.760833333,2.74E+03,3.04632
0.761111111,2.74E+03,3.04682
0.761388889,2.74E+03,3.04612
0.761666667,2.74E+03,3.04597
0.761944444,2.74E+03,3.04601
0.762222222,2.74E+03,3.04591
0.7625,2.75E+03,3.04608
0.762777778,2.75E+03,3.04682
0.763055556,2.75E+03,3.04684
0.763333333,2.75E+03,3.04714
0.763611111,2.75E+03,3.04663
0.763888889,2.75E+03,3.04734
0.764166667,2.75E+03,3.04627
0.764444444,2.75E+03,3.04644
0.764722222,2.75E+03,3.04667
0.765,2.75E+03,3.04677
0.765277778,2.76E+03,3.04678
0.765555556,2.76E+03,3.04647
0.765833333,2.76E+03,3.04619
0.766111111,2.76E+03,3.04633
0.766388889,2.76E+03,3.04569
0.766666667,2.76E+03,3.04652
0.766944444,2.76E+03,3.04639
0.767222222,2.76E+03,3.0461
0.7675,2.76E+03,3.0462
0.767777778,2.76E+03,3.04642
0.768055556,2.77E+03,3.04624
0.768333333,2.77E+03,3.04651
0.768611111,2.77E+03,3.04646
0.768888889,2.77E+03,3.04615
0.769166667,2.77E+03,3.04618
0.769444444,2.77E+03,3.04618
0.769722222,2.77E+03,3.04589
0.77,2.77E+03,3.04603
0.770277778,2.77E+03,3.04587
0.770555556,2.77E+03,3.04578
0.770833333,2.78E+03,3.0464
0.771111111,2.78E+03,3.04584
0.771388889,2.78E+03,3.0458
0.771666667,2.78E+03,3.04632
0.771944444,2.78E+03,3.04584
0.772222222,2.78E+03,3.04605
0.7725,2.78E+03,3.04586
0.772777778,2.78E+03,3.04568
0.773055556,2.78E+03,3.04644
0.773333333,2.78E+03,3.04585
0.773611111,2.79E+03,3.04618
0.773888889,2.79E+03,3.04625
0.774166667,2.79E+03,3.04605
0.774444444,2.79E+03,3.04625
0.774722222,2.79E+03,3.04606
0.775,2.79E+03,3.04603
0.775277778,2.79E+03,3.04601
0.775555556,2.79E+03,3.04628
0.775833333,2.79E+03,3.04588
0.776111111,2.79E+03,3.04574
0.776388889,2.80E+03,3.04567
0.776666667,2.80E+03,3.04575
0.776944444,2.80E+03,3.04636
0.777222222,2.80E+03,3.04559
0.7775,2.80E+03,3.04521
0.777777778,2.80E+03,3.04606
0.778055556,2.80E+03,3.04595
0.778333333,2.80E+03,3.04608
0.778611111,2.80E+03,3.046
0.778888889,2.80E+03,3.04588
0.779166667,2.81E+03,3.04614
0.779444444,2.81E+03,3.0461
0.779722222,2.81E+03,3.04593
0.78,2.81E+03,3.04572
0.780277778,2.81E+03,3.04569
0.780555556,2.81E+03,3.04529
0.780833333,2.81E+03,3.04598
0.781111111,2.81E+03,3.04544
0.781388889,2.81E+03,3.04521
0.781666667,2.81E+03,3.04571
0.781944444,2.82E+03,3.04527
0.782222222,2.82E+03,3.04546
0.7825,2.82E+03,3.04565
0.782777778,2.82E+03,3.04552
0.783055556,2.82E+03,3.04523
0.783333333,2.82E+03,3.04523
0.783611111,2.82E+03,3.04518
0.783888889,2.82E+03,3.04495
0.784166667,2.82E+03,3.0451
0.784444444,2.82E+03,3.04462
0.784722222,2.83E+03,3.04564
0.785,2.83E+03,3.04502
0.785277778,2.83E+03,3.04453
0.785555556,2.83E+03,3.04472
0.785833333,2.83E+03,3.04441
0.786111111,2.83E+03,3.04447
0.786388889,2.83E+03,3.04462
0.786666667,2.83E+03,3.04445
0.786944444,2.83E+03,3.04448
0.787222222,2.83E+03,3.04471
0.7875,2.84E+03,3.04417
0.787777778,2.84E+03,3.04378
0.788055556,2.84E+03,3.04434
0.788333333,2.84E+03,3.04368
0.788611111,2.84E+03,3.04463
0.788888889,2.84E+03,3.0437
0.789166667,2.84E+03,3.0436
0.789444444,2.84E+03,3.04392
0.789722222,2.84E+03,3.04358
0.79,2.84E+03,3.04396
0.790277778,2.85E+03,3.04428
0.790555556,2.85E+03,3.04413
0.790833333,2.85E+03,3.0437
0.791111111,2.85E+03,3.04405
0.791388889,2.85E+03,3.04396
0.791666667,2.85E+03,3.0435
0.791944444,2.85E+03,3.04424
0.792222222,2.85E+03,3.04321
0.7925,2.85E+03,3.0443
0.792777778,2.85E+03,3.04366
0.793055556,2.86E+03,3.04324
0.793333333,2.86E+03,3.04391
0.793611111,2.86E+03,3.04329
0.793888889,2.86E+03,3.04376
0.794166667,2.86E+03,3.04402
0.794444444,2.86E+03,3.04386
0.794722222,2.86E+03,3.04418
0.795,2.86E+03,3.04377
0.795277778,2.86E+03,3.0438
0.795555556,2.86E+03,3.04355
0.795833333,2.87E+03,3.04368
0.796111111,2.87E+03,3.04345
0.796388889,2.87E+03,3.0432
0.796666667,2.87E+03,3.04343
0.796944444,2.87E+03,3.04271
0.797222222,2.87E+03,3.04308
0.7975,2.87E+03,3.04307
0.797777778,2.87E+03,3.04269
0.798055556,2.87E+03,3.04319
0.798333333,2.87E+03,3.0423
0.798611111,2.88E+03,3.04314
0.798888889,2.88E+03,3.04251
0.799166667,2.88E+03,3.04248
0.799444444,2.88E+03,3.0421
0.799722222,2.88E+03,3.04238
0.8,2.88E+03,3.04237
0.800277778,2.88E+03,3.04223
0.800555556,2.88E+03,3.04294
0.800833333,2.88E+03,3.04196
0.801111111,2.88E+03,3.04234
0.801388889,2.89E+03,3.04216
0.801666667,2.89E+03,3.04166
0.801944444,2.89E+03,3.04214
0.802222222,2.89E+03,3.04126
0.8025,2.89E+03,3.04211
0.802777778,2.89E+03,3.04169
0.803055556,2.89E+03,3.0414
0.803333333,2.89E+03,3.0413
0.803611111,2.89E+03,3.0409
0.803888889,2.89E+03,3.04103
0.804166667,2.90E+03,3.0406
0.804444444,2.90E+03,3.04146
0.804722222,2.90E+03,3.04081
0.805,2.90E+03,3.04096
0.805277778,2.90E+03,3.04102
0.805555556,2.90E+03,3.04052
0.805833333,2.90E+03,3.04139
0.806111111,2.90E+03,3.04062
0.806388889,2.90E+03,3.04087
0.806666667,2.90E+03,3.0408
0.806944444,2.91E+03,3.04049
0.807222222,2.91E+03,3.04067
0.8075,2.91E+03,3.04042
0.807777778,2.91E+03,3.04058
0.808055556,2.91E+03,3.03976
0.808333333,2.91E+03,3.04038
0.808611111,2.91E+03,3.04094
0.808888889,2.91E+03,3.04083
0.809166667,2.91E+03,3.0411
0.809444444,2.91E+03,3.04059
0.809722222,2.92E+03,3.04133
0.81,2.92E+03,3.04102
0.810277778,2.92E+03,3.04054
0.810555556,2.92E+03,3.04106
0.810833333,2.92E+03,3.04108
0.811111111,2.92E+03,3.04144
0.811388889,2.92E+03,3.04157
0.811666667,2.92E+03,3.04133
0.811944444,2.92E+03,3.04103
0.812222222,2.92E+03,3.04108
0.8125,2.93E+03,3.04159
0.812777778,2.93E+03,3.04082
0.813055556,2.93E+03,3.0416
0.813333333,2.93E+03,3.04076
0.813611111,2.93E+03,3.04104
0.813888889,2.93E+03,3.04116
0.814166667,2.93E+03,3.04126
0.814444444,2.93E+03,3.04185
0.814722222,2.93E+03,3.04112
0.815,2.93E+03,3.04112
0.815277778,2.94E+03,3.04127
0.815555556,2.94E+03,3.04083
0.815833333,2.94E+03,3.0409
0.816111111,2.94E+03,3.04073
0.816388889,2.94E+03,3.04075
0.816666667,2.94E+03,3.04045
0.816944444,2.94E+03,3.04052
0.817222222,2.94E+03,3.0407
0.8175,2.94E+03,3.04029
0.817777778,2.94E+03,3.04141
0.818055556,2.95E+03,3.04014
0.818333333,2.95E+03,3.03992
0.818611111,2.95E+03,3.04018
0.818888889,2.95E+03,3.03971
0.819166667,2.95E+03,3.03992
0.819444444,2.95E+03,3.03942
0.819722222,2.95E+03,3.03943
0.82,2.95E+03,3.03963
0.820277778,2.95E+03,3.03948
0.820555556,2.95E+03,3.03928
0.820833333,2.96E+03,3.03894
0.821111111,2.96E+03,3.03918
0.821388889,2.96E+03,3.03863
0.821666667,2.96E+03,3.03937
0.821944444,2.96E+03,3.03889
0.822222222,2.96E+03,3.03856
0.8225,2.96E+03,3.03896
0.822777778,2.96E+03,3.03873
0.823055556,2.96E+03,3.039
0.823333333,2.96E+03,3.03906
0.823611111,2.97E+03,3.03857
0.823888889,2.97E+03,3.03858
0.824166667,2.97E+03,3.03874
0.824444444,2.97E+03,3.03872
0.824722222,2.97E+03,3.0387
0.825,2.97E+03,3.03875
0.825277778,2.97E+03,3.0383
0.825555556,2.97E+03,3.03837
0.825833333,2.97E+03,3.03864
0.826111111,2.97E+03,3.03782
0.826388889,2.98E+03,3.03835
0.826666667,2.98E+03,3.03755
0.826944444,2.98E+03,3.03751
0.827222222,2.98E+03,3.03764
0.8275,2.98E+03,3.03781
0.827777778,2.98E+03,3.03864
0.828055556,2.98E+03,3.03779
0.828333333,2.98E+03,3.03723
0.828611111,2.98E+03,3.03744
0.828888889,2.98E+03,3.03703
0.829166667,2.99E+03,3.03688
0.829444444,2.99E+03,3.03733
0.829722222,2.99E+03,3.03703
0.83,2.99E+03,3.03705
0.830277778,2.99E+03,3.03669
0.830555556,2.99E+03,3.03704
0.830833333,2.99E+03,3.03684
0.831111111,2.99E+03,3.03782
0.831388889,2.99E+03,3.03679
0.831666667,2.99E+03,3.03673
0.831944444,3.00E+03,3.03714
0.832222222,3.00E+03,3.03695
0.8325,3.00E+03,3.03674
0.832777778,3.00E+03,3.03689
0.833055556,3.00E+03,3.03657
0.833333333,3.00E+03,3.03728
0.833611111,3.00E+03,3.03656
0.833888889,3.00E+03,3.03618
0.834166667,3.00E+03,3.03703
0.834444444,3.00E+03,3.0371
0.834722222,3.01E+03,3.03672
0.835,3.01E+03,3.0374
0.835277778,3.01E+03,3.03696
0.835555556,3.01E+03,3.03714
0.835833333,3.01E+03,3.03699
0.836111111,3.01E+03,3.03706
0.836388889,3.01E+03,3.03616
0.836666667,3.01E+03,3.03628
0.836944444,3.01E+03,3.03634
0.837222222,3.01E+03,3.03672
0.8375,3.02E+03,3.03623
0.837777778,3.02E+03,3.03654
0.838055556,3.02E+03,3.03656
0.838333333,3.02E+03,3.03668
0.838611111,3.02E+03,3.0361
0.838888889,3.02E+03,3.03695
0.839166667,3.02E+03,3.036
0.839444444,3.02E+03,3.03577
0.839722222,3.02E+03,3.03614
0.84,3.02E+03,3.03586
0.840277778,3.03E+03,3.03583
0.840555556,3.03E+03,3.03593
0.840833333,3.03E+03,3.03595
0.841111111,3.03E+03,3.03583
0.841388889,3.03E+03,3.03587
0.841666667,3.03E+03,3.03638
0.841944444,3.03E+03,3.03602
0.842222222,3.03E+03,3.03598
0.8425,3.03E+03,3.03566
0.842777778,3.03E+03,3.03551
0.843055556,3.04E+03,3.03551
0.843333333,3.04E+03,3.03496
0.843611111,3.04E+03,3.03557
0.843888889,3.04E+03,3.03514
0.844166667,3.04E+03,3.0346
0.844444444,3.04E+03,3.03499
0.844722222,3.04E+03,3.03427
0.845,3.04E+03,3.03469
0.845277778,3.04E+03,3.03455
0.845555556,3.04E+03,3.03417
0.845833333,3.05E+03,3.0345
0.846111111,3.05E+03,3.03434
0.846388889,3.05E+03,3.03465
0.846666667,3.05E+03,3.03447
0.846944444,3.05E+03,3.03435
0.847222222,3.05E+03,3.0343
0.8475,3.05E+03,3.03477
0.847777778,3.05E+03,3.03489
0.848055556,3.05E+03,3.03453
0.848333333,3.05E+03,3.03455
0.848611111,3.06E+03,3.03456
0.848888889,3.06E+03,3.03429
0.849166667,3.06E+03,3.0351
0.849444444,3.06E+03,3.03446
0.849722222,3.06E+03,3.03405
0.85,3.06E+03,3.03463
0.850277778,3.06E+03,3.0337
0.850555556,3.06E+03,3.03422
0.850833333,3.06E+03,3.03401
0.851111111,3.06E+03,3.03391
0.851388889,3.07E+03,3.03471
0.851666667,3.07E+03,3.03406
0.851944444,3.07E+03,3.03345
0.852222222,3.07E+03,3.03422
0.8525,3.07E+03,3.03336
0.852777778,3.07E+03,3.03348
0.853055556,3.07E+03,3.03371
0.853333333,3.07E+03,3.03364
0.853611111,3.07E+03,3.03409
0.853888889,3.07E+03,3.03386
0.854166667,3.08E+03,3.03334
0.854444444,3.08E+03,3.03394
0.854722222,3.08E+03,3.03338
0.855,3.08E+03,3.03298
0.855277778,3.08E+03,3.03334
0.855555556,3.08E+03,3.03298
0.855833333,3.08E+03,3.03342
0.856111111,3.08E+03,3.03314
0.856388889,3.08E+03,3.03278
0.856666667,3.08E+03,3.03292
0.856944444,3.09E+03,3.03288
0.857222222,3.09E+03,3.03231
0.8575,3.09E+03,3.03202
0.857777778,3.09E+03,3.03201
0.858055556,3.09E+03,3.03223
0.858333333,3.09E+03,3.03183
0.858611111,3.09E+03,3.03233
0.858888889,3.09E+03,3.03134
0.859166667,3.09E+03,3.03173
0.859444444,3.09E+03,3.03186
0.859722222,3.10E+03,3.03142
0.86,3.10E+03,3.0314
0.860277778,3.10E+03,3.03116
0.860555556,3.10E+03,3.03123
0.860833333,3.10E+03,3.03191
0.861111111,3.10E+03,3.0319
0.861388889,3.10E+03,3.03175
0.861666667,3.10E+03,3.032
0.861944444,3.10E+03,3.03181
0.862222222,3.10E+03,3.03197
0.8625,3.11E+03,3.03166
0.862777778,3.11E+03,3.03173
0.863055556,3.11E+03,3.03174
0.863333333,3.11E+03,3.03185
0.863611111,3.11E+03,3.03159
0.863888889,3.11E+03,3.03178
0.864166667,3.11E+03,3.03169
0.864444444,3.11E+03,3.03118
0.864722222,3.11E+03,3.03109
0.865,3.11E+03,3.03119
0.865277778,3.12E+03,3.03121
0.865555556,3.12E+03,3.03149
0.865833333,3.12E+03,3.03166
0.866111111,3.12E+03,3.03089
0.866388889,3.12E+03,3.0315
0.866666667,3.12E+03,3.03115
0.866944444,3.12E+03,3.03114
0.867222222,3.12E+03,3.03118
0.8675,3.12E+03,3.03149
0.867777778,3.12E+03,3.03139
0.868055556,3.13E+03,3.03135
0.868333333,3.13E+03,3.03096
0.868611111,3.13E+03,3.03174
0.868888889,3.13E+03,3.0313
0.869166667,3.13E+03,3.0308
0.869444444,3.13E+03,3.03154
0.869722222,3.13E+03,3.03081
0.87,3.13E+03,3.03051
0.870277778,3.13E+03,3.03068
0.870555556,3.13E+03,3.03009
0.870833333,3.14E+03,3.03028
0.871111111,3.14E+03,3.03019
0.871388889,3.14E+03,3.02981
0.871666667,3.14E+03,3.03055
0.871944444,3.14E+03,3.03027
0.872222222,3.14E+03,3.03017
0.8725,3.14E+03,3.03033
0.872777778,3.14E+03,3.02959
0.873055556,3.14E+03,3.02992
0.873333333,3.14E+03,3.02995
0.873611111,3.15E+03,3.02929
0.873888889,3.15E+03,3.02964
0.874166667,3.15E+03,3.02982
0.874444444,3.15E+03,3.02957
0.874722222,3.15E+03,3.0304
0.875,3.15E+03,3.02941
0.875277778,3.15E+03,3.02906
0.875555556,3.15E+03,3.02959
0.875833333,3.15E+03,3.02908
0.876111111,3.15E+03,3.02906
0.876388889,3.16E+03,3.02988
0.876666667,3.16E+03,3.0294
0.876944444,3.16E+03,3.02907
0.877222222,3.16E+03,3.02924
0.8775,3.16E+03,3.02948
0.877777778,3.16E+03,3.02922
0.878055556,3.16E+03,3.02926
0.878333333,3.16E+03,3.02883
0.878611111,3.16E+03,3.02891
0.878888889,3.16E+03,3.02915
0.879166667,3.17E+03,3.02885
0.879444444,3.17E+03,3.02892
0.879722222,3.17E+03,3.02915
0.88,3.17E+03,3.0287
0.880277778,3.17E+03,3.02905
0.880555556,3.17E+03,3.02861
0.880833333,3.17E+03,3.02835
0.881111111,3.17E+03,3.02927
0.881388889,3.17E+03,3.02868
0.881666667,3.17E+03,3.02826
0.881944444,3.18E+03,3.02873
0.882222222,3.18E+03,3.02852
0.8825,3.18E+03,3.02863
0.882777778,3.18E+03,3.02848
0.883055556,3.18E+03,3.02839
0.883333333,3.18E+03,3.02886
0.883611111,3.18E+03,3.02901
0.883888889,3.18E+03,3.02835
0.884166667,3.18E+03,3.02904
0.884444444,3.18E+03,3.02847
0.884722222,3.19E+03,3.02794
0.885,3.19E+03,3.02906
0.885277778,3.19E+03,3.02837
0.885555556,3.19E+03,3.02755
0.885833333,3.19E+03,3.02763
0.886111111,3.19E+03,3.02656
0.886388889,3.19E+03,3.02696
0.886666667,3.19E+03,3.02688
0.886944444,3.19E+03,3.02661
0.887222222,3.19E+03,3.02719
0.8875,3.20E+03,3.02689
0.887777778,3.20E+03,3.0264
0.888055556,3.20E+03,3.02689
0.888333333,3.20E+03,3.02587
0.888611111,3.20E+03,3.02614
0.888888889,3.20E+03,3.02632
0.889166667,3.20E+03,3.02612
0.889444444,3.20E+03,3.02685
0.889722222,3.20E+03,3.02638
0.89,3.20E+03,3.02606
0.890277778,3.21E+03,3.02632
0.890555556,3.21E+03,3.02602
0.890833333,3.21E+03,3.02623
0.891111111,3.21E+03,3.02635
0.891388889,3.21E+03,3.02638
0.891666667,3.21E+03,3.0263
0.891944444,3.21E+03,3.0264
0.892222222,3.21E+03,3.02619
